Hotel_Name,Property Description,Hotel Website,Country,Address,Hotel star rating,Ocean View,City View,Family Rooms,Smoking Rooms Available,Non-Smoking Rooms Available,Suites,Free Parking,Free Internet,Pool,Fitness Centre/Gym,Bar/Lounge,Play Area,Pets Allowed,Cab Services
The Hoxton Shoreditch,"A trendy hotel located in London's Shoreditch neighborhood, offering stylish rooms, a restaurant, and a central location near vibrant nightlife, art galleries, and cultural attractions. The hotel combines modern design with a lively and creative atmosphere, providing a vibrant and energetic experience for guests looking to explore the dynamic area of Shoreditch.",https://thehoxton.com/london/shoreditch/hotels/hotel,UK,"Great Eastern St, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
The Cavendish London,"A luxury hotel located near Piccadilly Circus in London, offering elegant rooms, a restaurant, and a prime location for shopping, dining, and cultural attractions. The hotel showcases classic British style and provides a sophisticated and comfortable environment for guests to enjoy their stay in the heart of London.",https://www.thecavendish-london.co.uk/,UK,"Jermyn St, St James's, London",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Avo Hotel,"A boutique hotel located in London's Paddington neighborhood, offering comfortable rooms, a breakfast room, and a convenient location near Hyde Park, Paddington Station, and cultural attractions. The hotel provides a cozy and welcoming atmosphere, making it an ideal choice for both business and leisure travelers visiting London.",https://www.avohotel.com/,UK,"Dalston Ln, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel 82 London,"A boutique hotel located in London's Marylebone neighborhood, offering comfortable rooms, a breakfast room, and a central location near Oxford Street, Hyde Park, and cultural attractions. The hotel provides a comfortable and stylish environment, making it an ideal choice for leisure travelers exploring the vibrant area of Marylebone in London.",https://www.hotel82london.com/,UK,"Belgrave Rd, Victoria, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
La Clef Tour Eiffel,"A luxury hotel located near the Eiffel Tower in Paris, offering elegant suites, a fitness center, and a prime location for exploring the city's iconic landmark, Seine River, and cultural attractions. The hotel provides a luxurious and comfortable environment, making it an ideal choice for guests seeking a memorable stay in Paris.",https://www.laclefhotel.com/,France,"Avenue Kleber, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Best Western Plus Seraphine Hammersmith Hotel,"A modern hotel located in London's Hammersmith neighborhood, offering comfortable rooms, a breakfast room, and a convenient location near Hammersmith Apollo, Westfield London, and transportation links. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting London.",https://www.seraphinehammersmith.com/,UK,"King St, Hammersmith, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
La Chambre du Marais,"A boutique hotel located in Paris' Marais district, offering stylish rooms, a breakfast room, and a central location near cultural attractions, shopping, and dining. The hotel combines modern design with a cozy and intimate atmosphere, providing a comfortable and enjoyable stay for guests in the heart of Paris.",https://www.lachambredumarais.com/,France,"Rue de Turbigo, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Novotel Paris Centre Bercy,"A modern hotel located near Bercy Village in Paris, offering comfortable rooms, a restaurant",https://all.accor.com/hotel/0456/index.en.shtml,France,"Rue de Bercy, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
The Zetter Hotel,"A boutique hotel located in London's Clerkenwell neighborhood, offering stylish rooms, a restaurant, and a central location near trendy bars, restaurants, and cultural attractions. The hotel combines contemporary design with a quirky and artistic atmosphere, providing a unique and memorable experience for guests staying in London.",https://www.thezetter.com/,UK,"St John's Square, Clerkenwell, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Grosvenor House Suites by Jumeirah Living,"A luxury hotel located in London's Mayfair district, offering spacious suites, a restaurant, and a prime location for luxury shopping, dining, and cultural attractions. The hotel provides a luxurious and comfortable environment, perfect for guests seeking a high-end and sophisticated stay in the heart of London.",https://www.grosvenorhouse.com/,UK,"Park Ln, Mayfair, London",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Hotel OFF Paris Seine,"A unique floating hotel located on the Seine River in Paris, offering stylish rooms, a rooftop bar, and stunning views of the city's landmarks. The hotel provides a contemporary and innovative experience, combining modern design with a distinctive setting on the river, offering guests a memorable stay in the heart of Paris.",https://www.offparisseine.com/,France,"Quai d'Austerlitz, Paris",4,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Snob Hotel by Elegancia,"A boutique hotel located in Paris' Les Halles district, offering stylish rooms, a breakfast room, and a central location near cultural attractions, shopping, and dining. The hotel combines modern design with a chic and elegant atmosphere, providing a comfortable and stylish stay for guests in the heart of Paris.",https://www.snobhotelparis.com/,France,"Rue de la Michodière, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Sofitel Paris Baltimore Tour Eiffel,"A luxury hotel located near Champs-Élysées in Paris, offering elegant rooms, a restaurant, and a prime location for luxury shopping, dining, and cultural attractions. The hotel showcases classic French design and provides a refined and sophisticated experience for guests seeking a memorable stay in Paris.",https://www.sofitel-paris-baltimore-tour-eiffel.com/,France,"Avenue Kléber, Paris",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
88 Studios,"A modern boutique hotel located in London's Kensington neighborhood, offering contemporary studios, a reception area, and a convenient location near Kensington Gardens, museums, and transportation links. The hotel provides a stylish and comfortable environment, making it an ideal choice for both business and leisure travelers visiting London.",https://www.88studios.co.uk/,UK,"Westbourne Grove, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
Adria Boutique Hotel,"A boutique hotel located in London's South Kensington, offering elegant rooms, a breakfast room, and a central location near museums, Hyde Park, and cultural attractions. The hotel combines classic design with modern amenities, providing a sophisticated and comfortable environment for guests to enjoy their stay in London.",https://www.hotel-adria.com/,UK,"Queensborough Terrace, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Best Western Premier Faubourg 88,"A modern hotel located in Paris' 9th arrondissement, offering comfortable rooms, a breakfast room, and a central location near Opéra Garnier, shopping, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Paris.",https://www.hotel-faubourg88.com/,France,"Rue du Faubourg Poissonnière, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel De Vigny,"A luxury hotel located near Champs-Élysées in Paris, offering elegant rooms, a restaurant, and a prime location for luxury shopping, dining, and cultural attractions. The hotel showcases classic French design and provides a refined and sophisticated experience for guests seeking a memorable stay in Paris.",https://www.hoteldevigny.com/,France,"Avenue George V, Paris",5,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Sydney House Chelsea,"A boutique hotel located in London's Chelsea neighborhood, offering stylish rooms, a breakfast room, and a central location near King's Road, museums, and cultural attractions. The hotel combines modern design with a warm and welcoming atmosphere, providing a comfortable and enjoyable stay for guests in London.",https://www.sydneyhousechelsea.com/,UK,"Sydney St, Chelsea, London",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Radisson Blu Edwardian Bloomsbury Street,"A stylish hotel located in London's Bloomsbury neighborhood, offering comfortable rooms, a restaurant, and a central location near British Museum, Covent Garden, and cultural attractions. The hotel provides a contemporary environment with modern amenities, making it a suitable choice for both business and leisure travelers visiting London.",https://www.radissonhotels.com/en-us/hotels/radisson-blu-edwardian-london-bloomsbury-street,UK,"Bloomsbury St, London",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Hotel Le Relais Saint Germain,"A charming hotel located in Paris' Saint-Germain-des-Prés neighborhood, offering cozy rooms, a breakfast room, and a central location near cultural attractions, shopping, and dining. The hotel provides a comfortable and welcoming atmosphere, perfect for leisure travelers seeking a peaceful stay in the heart of Paris.",https://www.relais-saint-germain.com/,France,"Boulevard Saint-Germain, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel Moonlight,"A boutique hotel located in Paris' Montmartre district, offering stylish rooms, a breakfast room, and a central location near Sacré-Cœur Basilica, artistic attractions, and panoramic views of the city. The hotel combines modern design with a romantic and whimsical atmosphere, providing a unique and enchanting stay for guests in Paris.",http://www.hotelmoonlightparis.com/,France,"Boulevard de Rochechouart, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Villa Alessandra,"A charming hotel located in Paris' 17th arrondissement, offering comfortable rooms, a breakfast room, and a central location near Parc Monceau, Champs-Élysées, and cultural attractions. The hotel provides a cozy and welcoming atmosphere, perfect for leisure travelers seeking a peaceful stay in Paris.",https://www.villaalessandra-paris.com/,France,"Place Boulnois, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Ibis Styles Paris Gare Saint Lazare,"A modern hotel located near Gare Saint-Lazare in Paris, offering comfortable rooms, a breakfast room, and a convenient location for exploring the city's attractions, shopping, and dining. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Paris.",https://all.accor.com/hotel/8473/index.en.shtml,France,"Rue de Constantinople, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Golden Tulip Opera de Noailles,"A boutique hotel located in Paris' Opera district, offering elegant rooms, a breakfast room, and a central location near Opéra Garnier, shopping, and cultural attractions. The hotel combines classic design with modern amenities, providing a comfortable and stylish environment for guests to enjoy their stay in Paris.",https://www.goldentulip.com/en/hotels/golden-tulip-opera-de-noailles,France,"Rue de la Michodière, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Best Western Premier Op ra Li ge,"A modern hotel located in Paris' 9th arrondissement, offering comfortable rooms, a breakfast room, and a central location near Opéra Garnier, shopping, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Paris.",https://www.hoteloperaliege.com/,France,"Rue de Liège, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel Cristal Champs Elys es,"A boutique hotel located near Champs-Élysées in Paris, offering comfortable rooms, a breakfast room, and a prime location for luxury shopping, dining, and cultural attractions. The hotel provides a cozy and intimate atmosphere, making it an ideal choice for leisure travelers seeking a convenient and comfortable stay in Paris.",https://www.hotelcristalparis.com/,France,"Rue Washington, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Best Western Le Jardin de Cluny,"A charming hotel located in Paris' Latin Quarter, offering cozy rooms, a breakfast room, and a central location near Notre-Dame Cathedral, Sorbonne University, and cultural attractions. The hotel provides a comfortable and welcoming atmosphere, perfect for leisure travelers exploring the historic neighborhood of the Latin Quarter in Paris.",https://www.hoteljardindecluny.com/,France,"Rue des Ecoles, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Le Pigalle Hotel,A boutique hotel located in Paris,https://lepigalle.paris/,France,"Rue Frochot, Paris",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Relais Hotel du Vieux Paris,"A charming hotel located in the heart of Paris' Saint-Germain-des-Prés neighborhood, offering comfortable rooms, a breakfast room, and a central location near cultural attractions, shopping, and dining. The hotel showcases traditional Parisian charm and provides a cozy and intimate atmosphere, making it an ideal choice for guests seeking an authentic and memorable stay in the heart of Paris.",https://www.hotelvieuxparis.com/,France,"Rue Git-le-Coeur, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Victoire Germain,"A boutique hotel located in Paris' Saint-Germain-des-Prés neighborhood, offering stylish rooms, a breakfast room, and a central location near cultural attractions, shopping, and dining. The hotel combines modern design with a cozy and welcoming atmosphere, providing a comfortable and enjoyable stay for guests in the heart of Paris.",https://www.victoiregermain.com/,France,Rue de la Vict,4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Le Littr ,"A four-star hotel located in Paris' Saint-Germain-des-Prés neighborhood, offering comfortable rooms, a breakfast room, and a central location near cultural attractions, shopping, and dining. The hotel provides a contemporary environment with a touch of Parisian elegance, making it an ideal choice for both business and leisure travelers seeking a comfortable and convenient stay in the heart of Paris.",https://www.hotellittreparis.com/,France,"Rue Littré, Paris",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Hotel Le Sainte Beuve,"A charming hotel located in Paris' Saint-Germain-des-Prés neighborhood, offering elegant rooms, a breakfast room, and a central location near cultural attractions, shopping, and dining. The hotel combines classic design with modern comforts, providing a cozy and refined atmosphere for guests to enjoy their stay in the heart of Paris.",https://www.hotelsaintebeuve.com/,France,"Rue Sainte-Beuve, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel Villa Saxe Eiffel,"A boutique hotel located near the Eiffel Tower in Paris, offering comfortable rooms, a breakfast room, and a prime location for exploring the city's iconic landmark, Seine River, and cultural attractions. The hotel provides a cozy and intimate atmosphere, making it an ideal choice for leisure travelers seeking a convenient and comfortable stay in Paris.",https://www.villa-saxe-eiffel.com/,France,"Avenue de Saxe, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Thistle Hyde Park,"A classic hotel located near Hyde Park in London, offering comfortable rooms, a restaurant, and a convenient location for exploring the city's attractions, shopping, and cultural landmarks. The hotel provides a comfortable and welcoming environment, making it an ideal choice for both business and leisure travelers visiting London.",https://www.glhhotels.com/thistle/hyde-park-london/,UK,"Lancaster Gate, London",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Holiday Inn Paris Saint Germain des Pr s,"A modern hotel located in Paris' Saint-Germain-des-Prés neighborhood, offering comfortable rooms, a restaurant, and a central location near cultural attractions, shopping, and dining. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Paris.",https://www.ihg.com/holidayinn/hotels/gb/en/paris/parsg/hoteldetail,France,"Rue de Vaugirard, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Hotel Spa La Belle Juliette,"A boutique hotel located in Paris' Saint-Germain-des-Prés neighborhood, offering stylish rooms, a spa, and a central location near cultural attractions, shopping, and dining. The hotel combines contemporary design with wellness amenities, providing a tranquil and relaxing atmosphere for guests to enjoy their stay in the heart of Paris.",https://www.labellejuliette.com/,France,"Rue du Cherche-Midi, Paris",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Rochester Champs Elysees,"A luxury hotel located near Champs-Élysées in Paris, offering elegant rooms, a restaurant, and a prime location for luxury shopping, dining, and cultural attractions. The hotel showcases classic French design and provides a refined and sophisticated experience for guests seeking a memorable stay in Paris.",https://www.hotelrochesterchampselysees.com/,France,"Rue La Boétie, Paris",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
DoubleTree by Hilton London West End,"A modern hotel located in London's West End, offering comfortable rooms, a restaurant, and a central location near theaters, shopping, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting London.",https://www.hilton.com/en/hotels/lonlddi-doubletree-london-west-end/,UK,"Southampton Row, London",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel d Orsay Esprit de France,"A boutique hotel located in Paris' 7th arrondissement, offering elegant rooms, a breakfast room, and a central location near Musée d'Orsay, Eiffel Tower, and cultural attractions. The hotel combines classic design with modern amenities, providing a comfortable and refined atmosphere for guests to enjoy their stay in Paris.",https://www.hotel-orsay.com/,France,"Rue de Lille, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Mercure Paris Opera Louvre,"A modern hotel located near Opéra Garnier in Paris, offering comfortable rooms, a breakfast room, and a convenient location for exploring the city's attractions, shopping, and dining. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Paris.",https://all.accor.com/hotel/0371/index.en.shtml,France,"Rue de Richelieu, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
La Villa des Ternes,"A boutique hotel located in Paris' 17th arrondissement, offering comfortable rooms, a breakfast room, and a central location near Palais des Congrès, Champs-Élysées, and cultural attractions. The hotel provides a cozy and welcoming atmosphere, making it an ideal choice for both business and leisure travelers visiting Paris.",https://www.villa-des-ternes-hotel.com/,France,"Avenue des Ternes, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Holiday Inn London Kensington Forum,"A modern hotel located in London's Kensington neighborhood, offering comfortable rooms, a restaurant, and a convenient location for exploring the city's attractions, shopping, and cultural landmarks. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting London.",https://www.ihg.com/holidayinn/hotels/gb/en/london/lonkf/hoteldetail,UK,"Cromwell Rd, London",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Radisson Blu Edwardian Kenilworth,"A modern hotel located in London's Bloomsbury neighborhood, offering comfortable rooms, a restaurant, and a central location near British Museum, Covent Garden, and cultural attractions. The hotel provides a contemporary environment with modern amenities, making it a suitable choice for both business and leisure travelers visiting London.",https://www.radissonhotels.com/en-us/hotels/radisson-blu-edwardian-london-kenilworth,UK,"Great Russell St, London",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Hotel Monna Lisa Champs Elys es,"A boutique hotel located near Champs-Élysées in Paris, offering elegant rooms, a breakfast room, and a prime location for luxury shopping, dining, and cultural attractions. The hotel combines classic design with modern comforts, providing a cozy and refined atmosphere for guests to enjoy their stay in Paris.",https://www.monnalisa.fr/,France,"Avenue de Villiers, Paris",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Hotel Waldorf Trocad ro,"A luxury hotel located near Trocadéro in Paris, offering elegant rooms, a restaurant, and a prime location for exploring the city's attractions, shopping, and dining. The hotel showcases classic French design and provides a refined and sophisticated experience for guests seeking a memorable stay in Paris.",https://www.hotelwaldorftrocadero.com/,France,"Rue de Longchamp, Paris",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Best Western Amiral Hotel,"A modern hotel located in Paris' 13th arrondissement, offering comfortable rooms, a breakfast room, and a convenient location near Gobelins neighborhood, Latin Quarter, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Paris.",https://www.hotelamiral.com/,France,"Boulevard De La Chapelle, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel Les Th tres,"A boutique hotel located in Paris' 2nd arrondissement, known for its theatrical-themed rooms, a breakfast room, and a central location near theaters, shopping, and cultural attractions.",https://www.hotellestheatres.com/,France,"Rue de Cléry, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Mercure Paris 17 me Saint Lazare Monceau,"A modern hotel located in Paris' 17th arrondissement, offering comfortable rooms, a breakfast room, and a convenient location near Parc Monceau, Saint-Lazare train station, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Paris.",https://all.accor.com/hotel/0370/index.en.shtml,France,"Boulevard de Courcelles, Paris",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Melia White House Hotel,"A luxury hotel located in London's Regent's Park neighborhood, offering elegant rooms, a restaurant, and a central location near Regent's Park, Oxford Street, and cultural attractions. The hotel provides a refined and comfortable environment, making it an ideal choice for both business and leisure travelers visiting London.",https://www.melia.com/en/hotels/united-kingdom/london/melia-white-house/index.html,UK,"Albany St, London",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Sir Albert Hotel,"A boutique hotel located in Amsterdam's De Pijp neighborhood, offering stylish rooms, a restaurant, and a central location near museums, markets, and cultural attractions. The hotel combines modern design with a vibrant and artistic atmosphere, providing a unique and memorable stay for guests in Amsterdam.",https://www.siralberthotel.com/,Netherlands,"Albert Cuypstraat, Amsterdam",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
The Waldorf Hilton,"A luxury hotel located in London's Covent Garden neighborhood, offering elegant rooms, a restaurant, and a prime location for shopping, dining, and cultural attractions. The hotel showcases classic British style and provides a refined and sophisticated experience for guests seeking a luxurious stay in the heart of London.",https://www.hilton.com/en/hotels/lhrwahw-the-waldorf-hilton-london/,UK,"Aldwych, London",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Corendon Vitality Hotel Amsterdam,"A modern hotel located in Amsterdam's Nieuw-West neighborhood, offering comfortable rooms, a fitness center, and a convenient location near Amsterdam Airport Schiphol, business parks, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Amsterdam.",https://www.corendonhotels.com/hotels/corendon-vitality-hotel-amsterdam,Netherlands,"Aletta Jacobslaan, Amsterdam",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Hotel Bellevue Wien,"A boutique hotel located in Vienna's Alsergrund district, offering comfortable rooms, a breakfast room, and a central location near historical sites, shopping, and cultural attractions. The hotel provides a cozy and welcoming atmosphere, making it an ideal choice for both business and leisure travelers visiting Vienna.", https://www.bellevuehotel.at/ ,Austria,"Althanstraße, Vienna",4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
Maison Borella,"A charming hotel located in Milan's Navigli district, offering cozy rooms, a restaurant, and a central location near Naviglio Grande, art galleries, and cultural attractions. The hotel showcases traditional Italian design and provides a comfortable and intimate atmosphere for guests seeking an authentic and memorable stay in Milan.",https://www.maisonborella.it/en/,Italy,"Alzaia Naviglio Grande, Milan",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel Am Konzerthaus Vienna MGallery by Sofitel,"A boutique hotel located in Vienna's Landstraße district, offering elegant rooms, a restaurant, and a central location near concert halls, museums, and cultural attractions. The hotel combines classic design with modern comforts, providing a refined and comfortable atmosphere for guests to enjoy their stay in Vienna.",https://all.accor.com/hotel/3448/index.en.shtml,Austria,"Am Heumarkt, Vienna",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Park Hyatt Vienna,"A luxury hotel located in Vienna's Innere Stadt district, offering elegant rooms, a restaurant, and a prime location for exploring the city's historical sites, shopping, and cultural attractions. The hotel showcases contemporary design and provides a sophisticated and luxurious experience for guests seeking a memorable stay in Vienna.",https://www.hyatt.com/en-US/hotel/austria/park-hyatt-vienna/vieph,Austria,"Am Hof, Vienna",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Hilton Vienna,"A modern hotel located in Vienna's Landstraße district, offering comfortable rooms, a restaurant, and a central location near historical sites, shopping, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Vienna.",https://www.hilton.com/en/hotels/viehihi-hilton-vienna/,Austria,"Am Stadtpark, Vienna",5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Catalonia Port,"A modern hotel located in Barcelona's Barceloneta neighborhood, offering comfortable rooms, a rooftop pool, and a central location near the beach, Gothic Quarter, and cultural attractions. The hotel provides a contemporary and relaxed atmosphere, making it an ideal choice for both business and leisure travelers visiting Barcelona.",https://www.cataloniahotels.com/en/hotel/catalonia-port,Spain,"Ample St, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Hampshire Hotel Rembrandt Square Amsterdam,"A modern hotel located in Amsterdam's Rembrandtplein neighborhood, offering comfortable rooms, a restaurant, and a central location near nightlife, theaters, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Amsterdam.",https://www.hampshire-hotels.com/en/amsterdam/hampshire-hotel-amsterdam-rembrandt-square,Netherlands,"Amstelstraat, Amsterdam",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Eurostars Angli,"A modern hotel located in Barcelona's Sarrià-Sant Gervasi neighborhood, offering comfortable rooms, a restaurant, and a central location near Park Güell, Tibidabo, and cultural attractions. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Barcelona.",https://www.eurostarshotels.co.uk/eurostars-angli.html,Spain,"Angli St, Barcelona",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
Pillows Anna van den Vondel Amsterdam,"A boutique hotel located in Amsterdam's Oud-West neighborhood, offering luxurious rooms, a garden, and a central location near Vondelpark, museums, and cultural attractions. The hotel combines modern design with a cozy and elegant atmosphere, providing a comfortable and stylish stay for guests in Amsterdam.",https://www.pillowshotels.com/hotels/pillows-anna-van-den-vondel-amsterdam/,Netherlands,"Anna van den Vondelstraat, Amsterdam",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Schlosshotel R mischer Kaiser,"A historic hotel located in Vienna's Innere Stadt district, offering charming rooms, a breakfast room, and a central location near St. Stephen's Cathedral, Hofburg Palace, and cultural attractions. The hotel showcases classic Viennese design and provides a traditional and elegant experience for guests seeking a unique stay in Vienna.",https://www.schlosshotel-roemischerkaiser.at/en/,Austria,"Annagasse, Vienna",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Hotel Mailberger Hof,"A boutique hotel located in Vienna's Innere Stadt district, offering cozy rooms, a breakfast room, and a central location near St. Stephen's Cathedral, Graben shopping street, and cultural attractions. The hotel combines traditional charm with modern comforts, providing a comfortable and welcoming atmosphere for guests to enjoy their stay in Vienna.",https://www.mailbergerhof.at/en/,Austria,"Annagasse, Vienna",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Best Western Delphi Hotel,"A modern hotel located in Amsterdam's Oud-Zuid neighborhood, offering comfortable rooms, a breakfast room, and a convenient location near Vondelpark, museums, and shopping. The hotel provides a contemporary environment and a range of amenities, making it a suitable choice for both business and leisure travelers visiting Amsterdam.",https://www.bestwestern.com/en_US/book/hotel-details.14071.html,Netherlands,"Apollolaan, Amsterdam",4,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
Apollofirst Boutique Hotel,"A boutique hotel located in Amsterdam's Oud-Zuid neighborhood, offering stylish rooms, a breakfast room, and a central location near Vondelpark, museums, and cultural attractions. The hotel combines contemporary design with a cozy and intimate atmosphere, providing a comfortable and memorable stay for guests in Amsterdam.",https://www.apollofirst.nl/,Netherlands,"Apollolaan, Amsterdam",4,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
Hilton Amsterdam,"A luxury hotel located in Amsterdam's Oud-Zuid neighborhood, offering elegant rooms, a restaurant, and a prime location near Vondelpark, museums, and cultural attractions. The hotel showcases modern design and provides a refined and sophisticated experience for guests seeking a luxurious stay in Amsterdam.",https://www.hilton.com/en/hotels/amsahhn-hilton-amsterdam/,Netherlands,"Apollolaan, Amsterdam",4,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
